id,Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
SP2922,4,51,Yes,8,0,28.0
SP1605,4,62,Yes,9,9,48.0
SP3508,4,87,No,5,0,69.0
SP6191,1,90,No,5,6,65.0
SP8263,5,70,Yes,9,7,57.0
SP5318,6,66,Yes,4,9,56.0
SP7088,8,83,Yes,9,6,81.0
SP9777,2,43,Yes,8,1,22.0
SP9757,7,85,Yes,9,4,81.0
SP6572,1,47,No,9,2,22.0
SP9982,7,68,No,6,3,58.0
SP5495,7,93,Yes,4,2,85.0
SP7911,4,73,Yes,7,8,61.0
SP688,3,49,No,8,3,32.0
SP3209,2,89,No,9,0,64.0
SP6907,7,54,No,9,3,47.0
SP9509,3,44,No,6,3,19.0
SP5392,6,85,No,7,2,72.0
SP9705,6,96,Yes,5,9,85.0
SP3065,7,95,No,7,2,86.0
SP1938,1,75,Yes,8,2,53.0
SP4662,9,49,No,5,0,46.0
SP4889,2,65,No,4,1,42.0
SP7459,9,60,Yes,7,1,58.0
SP1293,1,46,Yes,7,6,20.0
SP107,8,87,Yes,7,0,83.0
SP2386,3,98,No,6,4,79.0
SP8764,9,87,Yes,4,5,85.0
SP835,6,45,Yes,7,8,34.0
SP6214,4,68,Yes,9,0,52.0
SP3964,8,91,Yes,6,7,85.0
SP5004,8,91,No,4,6,87.0
SP1150,1,80,No,8,3,53.0
SP7696,4,49,Yes,5,0,29.0
SP7675,9,50,No,6,5,46.0
SP9260,6,41,Yes,4,7,27.0
SP7206,2,60,No,8,3,34.0
SP5634,3,68,No,7,9,46.0
SP3533,1,80,No,5,4,58.0
SP2812,4,84,No,9,1,67.0
SP8845,2,86,No,9,7,64.0
SP2150,6,84,Yes,6,9,74.0
SP6061,8,52,No,6,2,46.0
SP7665,6,48,Yes,4,1,35.0
SP2590,3,61,Yes,6,3,41.0
SP8050,7,85,Yes,5,3,73.0
SP66,6,67,Yes,5,3,57.0
SP1671,3,81,No,8,4,61.0
SP9579,2,67,Yes,6,9,47.0
SP9573,9,51,No,6,7,49.0
SP3174,9,89,No,7,9,82.0
SP5272,7,98,Yes,7,5,88.0
SP9434,4,73,No,7,7,55.0
SP3796,4,87,Yes,7,0,73.0
SP5947,3,86,Yes,6,9,66.0
SP837,7,65,No,8,3,57.0
SP6075,4,79,Yes,8,7,63.0
SP6607,3,43,Yes,5,5,26.0
SP3677,6,45,No,5,2,32.0
SP5017,5,79,No,8,0,64.0
SP4307,4,79,Yes,9,8,61.0
SP4509,5,58,No,9,0,42.0
SP5154,3,66,No,8,2,45.0
SP8270,5,57,Yes,5,3,42.0
SP7916,9,92,No,9,6,93.0
SP2277,7,99,No,7,3,93.0
SP2949,3,63,No,7,9,46.0
SP2747,8,80,No,7,9,73.0
SP8751,7,74,Yes,8,2,67.0
SP5965,8,67,Yes,5,4,61.0
SP1020,1,47,Yes,5,1,23.0
SP485,4,51,Yes,9,5,36.0
SP4704,2,51,No,6,5,27.0
SP3021,4,98,Yes,9,6,84.0
SP8780,7,56,Yes,9,7,50.0
SP4360,6,82,No,8,6,72.0
SP5532,9,57,Yes,7,2,54.0
SP1482,1,55,Yes,7,4,30.0
SP6695,1,69,Yes,7,4,48.0
SP2478,6,84,Yes,7,7,79.0
SP2176,2,90,No,9,0,70.0
SP3803,3,75,No,4,8,54.0
SP7740,9,51,No,7,5,50.0
SP3164,8,41,No,5,9,36.0
SP2285,9,58,Yes,4,3,53.0
SP7430,5,87,No,8,8,71.0
SP5064,3,83,Yes,4,4,64.0
SP9478,9,92,Yes,5,5,90.0
SP3484,5,74,Yes,5,9,61.0
SP2261,1,83,No,7,7,63.0
SP516,8,90,No,9,5,84.0
SP6566,4,59,Yes,6,8,41.0
SP4506,5,54,No,6,3,41.0
SP4408,1,95,Yes,6,0,67.0
SP1074,9,52,No,4,5,48.0
SP5707,7,61,Yes,5,4,53.0
SP5630,9,84,No,4,3,77.0
SP4243,2,60,No,9,0,35.0
SP4402,6,43,No,7,1,30.0
SP5384,7,84,Yes,4,8,76.0
SP1821,2,54,No,5,3,26.0
SP6590,5,95,No,7,8,83.0
SP3615,8,49,Yes,9,6,42.0
SP6798,5,55,Yes,8,0,44.0
SP6052,4,67,Yes,6,2,51.0
SP9839,5,72,No,9,0,58.0
SP1701,1,68,No,9,7,47.0
SP9607,3,77,No,5,2,54.0
SP2492,3,61,No,8,6,47.0
SP7952,7,54,Yes,5,3,46.0
SP9439,9,97,Yes,7,0,95.0
SP4323,7,67,Yes,5,2,58.0
SP4629,9,59,Yes,4,5,53.0
SP3622,1,45,Yes,4,2,19.0
SP421,2,75,Yes,7,3,53.0
SP5626,8,51,Yes,4,0,43.0
SP3286,4,91,Yes,6,8,75.0
SP4814,2,61,Yes,7,7,39.0
SP8344,6,75,No,4,7,64.0
SP6552,5,57,No,5,0,40.0
SP2180,7,95,Yes,5,1,86.0
SP9323,2,68,Yes,8,4,46.0
SP2821,5,45,No,5,6,29.0
SP7499,4,49,Yes,7,6,33.0
SP3950,6,53,No,9,2,39.0
SP6560,6,61,Yes,5,4,48.0
SP3270,2,96,No,6,7,75.0
SP677,7,56,Yes,9,3,47.0
SP7897,1,61,No,6,8,38.0
SP2649,9,94,Yes,7,5,94.0
SP2526,4,96,No,6,1,77.0
SP3927,4,92,Yes,9,5,77.0
SP4862,2,73,Yes,8,2,50.0
SP4212,6,55,Yes,6,6,45.0
SP7822,3,72,No,7,9,54.0
SP5416,8,78,Yes,8,3,72.0
SP434,1,94,Yes,5,1,70.0
SP4185,4,91,No,6,7,75.0
SP2140,9,56,Yes,8,3,52.0
SP8516,7,53,No,7,0,41.0
SP8330,4,96,Yes,6,1,81.0
SP2135,9,49,No,8,2,47.0
SP9484,6,71,Yes,9,5,62.0
SP4357,9,79,No,6,5,77.0
SP518,9,98,Yes,6,9,95.0
SP800,6,89,No,8,0,77.0
SP2810,8,61,No,8,0,56.0
SP9953,6,82,No,4,6,63.0
SP4828,4,61,No,6,0,43.0
SP7664,5,87,No,5,3,72.0
SP2110,5,72,Yes,9,2,60.0
SP3110,8,75,No,6,6,69.0
SP3968,1,63,No,9,3,39.0
SP8238,9,57,Yes,8,1,54.0
SP6799,3,75,Yes,4,1,56.0
SP7002,5,73,No,4,3,57.0
SP3994,4,84,No,4,3,65.0
SP8509,2,78,No,8,4,57.0
SP126,4,65,No,6,5,48.0
SP8091,5,78,Yes,7,9,67.0
SP4804,3,71,No,7,1,49.0
SP9399,4,56,No,8,9,40.0
SP2582,1,73,Yes,7,9,47.0
SP2028,9,66,Yes,8,3,65.0
SP4957,7,81,No,4,5,71.0
SP3154,3,87,No,8,5,68.0
SP5472,2,72,Yes,6,7,54.0
SP7375,3,80,No,7,7,60.0
SP2617,7,54,Yes,7,3,43.0
SP5759,1,94,Yes,6,3,71.0
SP6453,7,92,Yes,5,9,86.0
SP7190,3,81,Yes,4,8,63.0
SP1367,3,66,No,6,5,48.0
SP1423,3,88,No,6,0,66.0
SP902,2,65,No,8,4,42.0
SP3088,1,77,Yes,9,5,54.0
SP2087,4,76,Yes,6,8,60.0
SP5009,4,96,Yes,6,6,80.0
SP6185,6,48,Yes,5,6,36.0
SP8208,2,99,Yes,6,6,79.0
SP6896,8,59,No,6,6,54.0
SP9544,4,40,Yes,6,5,21.0
SP7802,1,49,Yes,4,4,20.0
SP792,7,53,Yes,8,7,50.0
SP1983,8,88,No,4,4,78.0
SP3466,8,69,No,5,7,62.0
SP1406,9,90,Yes,7,9,90.0
SP2530,3,62,Yes,6,5,41.0
SP4939,5,97,Yes,5,3,84.0
SP1289,1,84,No,7,2,58.0
SP3769,4,56,Yes,8,6,43.0
SP4619,6,63,No,8,8,52.0
SP5866,3,94,Yes,6,5,74.0
SP4151,5,57,Yes,8,4,44.0
SP7012,7,74,No,9,8,70.0
SP1622,6,52,Yes,8,9,45.0
SP5941,9,57,No,8,6,54.0
SP1228,5,57,Yes,4,5,41.0
SP1477,2,71,Yes,4,2,48.0
SP4586,7,87,Yes,4,7,78.0
SP6747,3,68,Yes,8,9,49.0
SP9316,7,40,No,8,8,31.0
SP1344,3,77,Yes,6,7,58.0
SP6762,8,68,No,6,9,64.0
SP9216,6,89,No,4,0,74.0
SP460,1,93,No,6,7,67.0
SP3086,5,70,No,5,6,56.0
SP4379,9,54,Yes,7,3,52.0
SP7663,6,57,Yes,9,0,43.0
SP8854,8,48,Yes,7,7,43.0
SP2451,2,84,No,4,1,56.0
SP2242,4,42,No,4,9,24.0
SP5122,3,83,Yes,4,2,63.0
SP2513,4,74,Yes,5,0,57.0
SP1153,6,43,No,9,6,30.0
SP7526,5,84,No,8,4,69.0
SP8103,3,84,Yes,8,5,68.0
SP8616,7,56,Yes,7,8,45.0
SP4764,1,86,Yes,7,3,61.0
SP6422,1,96,No,4,9,68.0
SP9556,5,42,Yes,8,8,31.0
SP6972,4,65,No,8,4,50.0
SP2198,9,81,No,7,6,78.0
SP8230,3,98,No,8,1,80.0
SP5296,5,43,No,7,7,26.0
SP9551,3,99,No,8,8,80.0
SP9286,4,89,No,4,3,71.0
SP2315,2,65,Yes,5,1,43.0
SP3635,2,54,No,9,8,33.0
SP2995,6,85,No,5,1,71.0
SP6767,3,83,No,4,5,62.0
SP2795,6,82,No,5,8,69.0
SP9802,7,72,No,6,6,63.0
SP3758,7,90,Yes,5,6,85.0
SP5062,9,71,Yes,8,9,70.0
SP8464,6,41,Yes,7,4,27.0
SP9640,4,68,Yes,5,3,53.0
SP8000,4,52,Yes,6,5,31.0
SP2935,9,63,Yes,4,4,59.0
SP5145,8,77,Yes,9,2,73.0
SP9859,9,94,Yes,8,5,94.0
SP5025,5,75,No,9,7,61.0
SP4873,6,69,No,8,0,60.0
SP1427,9,54,No,9,7,51.0
SP3092,4,56,Yes,5,0,38.0
SP9480,7,42,Yes,8,1,29.0
SP5058,4,76,No,6,3,57.0
SP6242,6,57,Yes,4,5,42.0
SP5323,5,60,No,9,0,49.0
SP2066,3,81,Yes,8,9,63.0
SP1184,5,85,Yes,7,5,72.0
SP9046,3,95,No,5,1,78.0
SP4367,7,72,Yes,5,1,62.0
SP8568,9,89,Yes,8,6,87.0
SP4794,9,93,No,8,6,93.0
SP4668,1,83,No,8,0,57.0
SP9520,6,77,No,4,7,66.0
SP7044,6,94,Yes,7,3,83.0
SP3014,6,73,No,7,9,62.0
SP3653,2,46,No,5,0,22.0
SP6794,2,50,No,4,1,28.0
SP9284,1,52,Yes,9,7,27.0
SP1575,9,56,Yes,5,4,53.0
SP3503,9,92,Yes,5,3,88.0
SP1628,1,90,Yes,7,8,64.0
SP8186,6,62,No,7,7,45.0
SP4488,1,80,Yes,5,4,56.0
SP3594,4,48,Yes,5,0,32.0
SP311,2,92,No,9,0,69.0
SP5517,6,89,No,5,5,79.0
SP8038,6,55,No,7,7,45.0
SP4761,4,83,No,7,8,64.0
SP2125,2,46,Yes,4,5,23.0
SP8234,9,68,No,6,0,63.0
SP191,4,75,No,6,3,61.0
SP4689,7,65,Yes,9,4,58.0
SP6017,9,77,Yes,8,4,77.0
SP2672,5,44,No,6,0,26.0
SP1079,8,68,No,5,9,64.0
SP3634,4,77,Yes,7,9,61.0
SP1960,8,73,Yes,4,7,68.0
SP9600,8,82,No,8,8,79.0
SP5838,2,96,No,4,9,73.0
SP9099,7,80,No,9,6,74.0
SP5206,5,92,Yes,4,6,76.0
SP6135,2,60,No,6,6,37.0
SP44,9,58,Yes,7,2,56.0
SP9507,6,50,No,5,5,38.0
SP2356,4,94,No,8,6,79.0
SP5836,4,53,Yes,6,2,35.0
SP7106,3,99,Yes,4,2,80.0
SP3800,1,53,No,5,7,27.0
SP2211,4,49,Yes,6,4,28.0
SP1102,5,77,No,7,1,65.0
SP318,2,66,No,4,3,42.0
SP7798,6,41,No,8,8,31.0
SP481,3,89,Yes,4,1,68.0
SP4932,5,52,Yes,8,5,36.0
SP7159,9,88,No,7,1,89.0
SP9404,2,91,Yes,8,5,68.0
SP7947,4,44,Yes,6,8,24.0
SP4406,4,52,Yes,5,0,35.0
SP7235,8,54,No,9,7,57.0
SP8588,9,84,Yes,5,0,82.0
SP5841,1,48,Yes,5,4,24.0
SP6836,7,90,Yes,7,5,83.0
SP2738,9,78,No,9,3,74.0
SP379,5,84,No,6,5,72.0
SP5146,8,90,No,5,4,83.0
SP2975,4,96,No,9,6,78.0
SP7003,4,60,Yes,7,8,45.0
SP3082,8,86,No,9,3,81.0
SP43,2,91,No,9,2,70.0
SP154,6,56,Yes,6,2,45.0
SP3442,3,60,No,9,3,40.0
SP2179,9,86,No,7,0,84.0
SP2579,5,77,No,7,9,67.0
SP3346,6,68,Yes,7,2,58.0
SP4961,5,81,No,5,7,67.0
SP2319,4,48,No,7,7,32.0
SP4669,7,87,No,9,4,82.0
SP497,5,60,No,9,2,42.0
SP5310,9,48,Yes,9,3,44.0
SP1243,1,55,Yes,7,1,27.0
SP4924,3,65,Yes,6,6,45.0
SP615,9,64,Yes,6,3,61.0
SP9529,2,76,Yes,4,1,53.0
SP9212,1,95,No,8,8,71.0
SP4233,9,59,No,8,6,59.0
SP3985,1,51,Yes,6,6,24.0
SP3896,5,60,No,9,0,48.0
SP1455,8,93,No,8,8,91.0
SP9943,3,75,Yes,5,7,55.0
SP23,3,63,Yes,9,9,45.0
SP4990,3,97,Yes,6,5,76.0
SP9932,6,46,Yes,9,5,35.0
SP1649,2,52,Yes,9,8,28.0
SP8434,1,43,No,6,4,16.0
SP5069,1,99,No,7,3,74.0
SP5541,1,54,Yes,5,1,29.0
SP5010,3,63,Yes,9,3,44.0
SP5920,3,56,No,4,4,33.0
SP7263,1,99,No,6,1,73.0
SP8489,1,62,No,5,6,38.0
SP6825,5,84,Yes,7,0,71.0
SP6500,9,53,No,7,9,52.0
SP9330,2,95,Yes,6,2,72.0
SP3806,9,73,No,7,0,72.0
SP983,3,83,No,9,6,62.0
SP9808,9,96,Yes,9,6,95.0
SP4817,3,53,No,6,7,35.0
SP6320,9,84,Yes,6,2,81.0
SP213,2,83,Yes,9,1,62.0
SP2256,6,73,No,5,6,58.0
SP6828,4,75,No,5,0,56.0
SP8628,5,80,Yes,7,1,67.0
SP934,4,84,No,8,6,64.0
SP3738,8,89,No,5,8,88.0
SP5851,9,49,Yes,8,9,48.0
SP8428,1,62,Yes,8,9,43.0
SP118,5,49,No,7,4,34.0
SP2378,4,43,Yes,6,3,24.0
SP4368,8,61,No,9,1,56.0
SP3299,5,95,No,9,5,83.0
SP6295,4,99,No,5,3,83.0
SP6127,8,93,No,9,0,85.0
SP668,4,81,No,4,7,62.0
SP5752,9,82,No,8,8,79.0
SP65,9,89,No,7,6,89.0
SP1774,4,42,Yes,6,4,23.0
SP4126,7,44,No,9,9,37.0
SP6944,9,49,No,5,0,46.0
SP3287,9,75,Yes,4,1,67.0
SP5971,7,53,No,6,6,45.0
SP1734,2,60,Yes,8,7,37.0
SP6099,8,56,No,5,9,49.0
SP6275,9,54,Yes,5,3,47.0
SP3509,8,47,No,9,0,40.0
SP6094,6,79,No,9,6,71.0
SP2229,8,95,No,6,6,88.0
SP8726,9,63,No,4,7,59.0
SP2578,7,74,No,8,9,66.0
SP9103,7,75,Yes,5,1,64.0
SP4399,3,73,Yes,5,0,50.0
SP9676,7,91,No,7,0,82.0
SP4812,8,99,No,5,5,92.0
SP786,9,81,No,7,9,75.0
SP7412,4,73,No,4,8,54.0
SP1133,6,61,Yes,5,1,47.0
SP635,9,45,Yes,4,8,41.0
SP982,7,90,No,8,2,81.0
SP7839,9,69,Yes,5,9,67.0
SP7259,9,87,Yes,4,6,86.0
SP4726,9,83,Yes,4,1,81.0
SP5284,9,93,Yes,8,2,90.0
SP809,9,83,No,6,4,82.0
SP3118,6,67,No,5,4,56.0
SP1097,6,86,No,4,2,76.0
SP7631,2,78,No,9,3,54.0
SP1178,1,95,Yes,8,1,67.0
SP9265,7,73,Yes,9,5,66.0
SP4855,6,68,Yes,5,7,58.0
SP1843,1,45,No,7,1,16.0
SP7105,4,62,No,8,1,45.0
SP6433,9,49,No,5,3,41.0
SP6395,3,46,Yes,8,4,26.0
SP9665,4,59,No,9,2,41.0
SP5614,7,64,Yes,9,1,57.0
SP3971,9,70,No,4,7,69.0
SP4159,5,54,No,8,5,41.0
SP6162,9,57,No,4,1,53.0
SP2303,8,48,Yes,4,0,44.0
SP1666,9,62,No,5,8,59.0
SP1216,6,70,No,9,2,57.0
SP6914,2,58,No,6,9,38.0
SP5793,6,71,Yes,9,3,64.0
SP2892,5,43,Yes,7,9,29.0
SP9000,7,86,No,5,7,79.0
SP702,4,75,Yes,9,4,56.0
SP4061,5,78,No,6,4,61.0
SP9321,1,67,No,8,0,42.0
SP9364,3,54,Yes,6,3,38.0
SP147,6,96,Yes,6,4,85.0
SP473,5,71,No,7,5,55.0
SP6979,7,63,No,7,5,56.0
SP1977,7,44,No,5,4,37.0
SP7052,4,75,No,6,5,55.0
SP32,7,94,No,7,0,85.0
SP4955,1,72,Yes,5,9,45.0
SP662,2,81,Yes,7,5,61.0
SP3211,7,68,No,8,2,59.0
SP9976,4,83,No,8,4,65.0
SP5675,5,61,No,8,6,52.0
SP3156,1,47,Yes,9,3,21.0
SP9001,6,59,No,9,0,49.0
SP6357,1,48,No,7,2,20.0
SP691,6,53,Yes,6,6,37.0
SP9148,3,61,No,4,8,41.0
SP7007,4,86,No,7,3,70.0
SP1828,3,84,Yes,7,9,65.0
SP445,7,97,Yes,5,9,91.0
SP6574,3,49,Yes,8,0,32.0
SP7582,5,94,No,7,2,83.0
SP8650,2,56,No,4,0,30.0
SP6123,1,64,No,4,7,38.0
SP9647,6,43,No,4,5,28.0
SP6136,3,78,No,5,6,59.0
SP8092,2,85,Yes,9,3,61.0
SP7401,9,60,No,5,4,59.0
SP1804,1,72,Yes,5,7,47.0
SP1337,4,64,Yes,9,3,47.0
SP5673,3,41,No,8,5,18.0
SP6953,8,94,No,9,1,90.0
SP2023,3,50,Yes,8,0,29.0
SP7350,7,62,No,4,0,50.0
SP9952,9,83,No,8,7,83.0
SP2206,8,60,No,7,9,54.0
SP128,8,85,Yes,4,6,78.0
SP8523,6,40,No,6,1,24.0
SP790,9,73,No,5,5,68.0
SP6008,3,61,No,6,7,43.0
SP7744,3,89,No,4,4,68.0
SP9495,1,51,No,8,7,27.0
SP5454,7,78,No,4,6,68.0
SP3434,5,89,Yes,8,6,76.0
SP901,6,42,Yes,6,6,32.0
SP8639,8,45,Yes,4,0,37.0
SP7847,1,42,Yes,6,6,16.0
SP8813,4,90,Yes,8,3,72.0
SP8530,4,85,Yes,7,2,70.0
SP7837,8,93,No,4,6,82.0
SP8399,6,81,Yes,8,5,73.0
SP2297,7,46,No,7,8,37.0
SP8730,9,96,Yes,8,6,95.0
SP1458,9,71,No,5,7,69.0
SP3268,9,74,Yes,4,5,67.0
SP9106,1,95,No,8,6,72.0
SP7581,5,86,Yes,8,5,73.0
SP22,5,69,Yes,7,8,57.0
SP4710,6,95,Yes,7,3,83.0
SP9238,6,99,No,4,2,86.0
SP4042,1,40,No,5,9,14.0
SP2581,9,98,Yes,9,8,99.0
SP2278,4,69,No,9,1,55.0
SP9501,4,48,Yes,8,6,33.0
SP9029,7,91,No,8,1,82.0
SP1965,2,65,Yes,9,4,40.0
SP4969,4,70,No,5,4,51.0
SP8604,3,79,No,9,3,62.0
SP7015,9,90,Yes,9,8,90.0
SP36,9,86,Yes,8,3,87.0
SP5601,2,93,No,8,3,68.0
SP9347,2,81,No,7,2,59.0
SP1949,8,91,No,9,8,88.0
SP245,1,50,Yes,7,6,26.0
SP4758,5,60,No,7,0,44.0
SP5930,8,93,Yes,6,9,88.0
SP2730,3,40,Yes,8,4,20.0
SP5492,1,67,Yes,4,6,39.0
SP5022,8,64,Yes,9,6,65.0
SP9545,5,56,No,7,8,43.0
SP5118,3,89,No,9,7,72.0
SP2191,2,42,Yes,6,8,15.0
SP1158,8,97,Yes,7,5,92.0
SP9341,4,93,Yes,5,2,76.0
SP3444,9,52,Yes,5,0,49.0
SP1136,9,44,No,9,9,44.0
SP7019,2,58,No,5,6,36.0
SP9889,3,52,Yes,5,4,33.0
SP1555,3,88,Yes,9,9,70.0
SP6951,2,68,Yes,9,6,45.0
SP6090,2,98,No,9,7,78.0
SP9305,8,83,No,8,8,77.0
SP6866,9,84,No,6,6,82.0
SP1508,5,52,Yes,5,1,34.0
SP7941,2,68,Yes,4,7,43.0
SP7414,6,80,Yes,7,0,71.0
SP9526,6,62,Yes,5,1,48.0
SP9973,1,62,Yes,4,0,36.0
SP1989,4,59,No,6,9,44.0
SP4326,2,87,Yes,8,7,62.0
SP2496,7,43,Yes,5,1,32.0
SP7815,1,67,No,4,5,44.0
SP9868,4,84,No,8,8,69.0
SP2854,3,57,No,4,5,32.0
SP2122,7,84,No,7,0,76.0
SP1569,4,55,Yes,7,6,38.0
SP7416,7,97,Yes,5,2,84.0
SP3136,5,68,No,5,6,53.0
SP4780,8,57,Yes,6,7,54.0
SP8826,1,40,No,7,4,11.0
SP8309,8,97,Yes,5,1,91.0
SP7971,9,89,Yes,4,4,86.0
SP5026,2,82,Yes,5,9,60.0
SP3597,1,87,No,8,9,64.0
SP4138,8,73,No,4,1,66.0
SP3770,5,49,No,7,5,36.0
SP1952,9,64,Yes,7,1,61.0
SP768,6,51,No,4,4,36.0
SP6697,3,69,Yes,4,1,49.0
SP3334,3,75,No,7,2,56.0
SP947,2,76,No,9,5,53.0
SP9632,8,44,No,8,4,40.0
SP8640,3,86,Yes,5,9,69.0
SP9417,8,49,No,6,4,43.0
SP2151,2,70,Yes,9,3,48.0
SP2458,9,43,Yes,4,6,43.0
SP1567,8,42,No,8,4,36.0
SP9799,4,51,No,8,3,32.0
SP7600,5,49,Yes,5,3,34.0
SP5811,2,52,Yes,7,8,29.0
SP5725,6,85,No,4,3,75.0
SP5054,6,93,No,8,5,85.0
SP3866,5,52,Yes,9,3,39.0
SP5738,7,91,Yes,7,9,84.0
SP7733,2,91,No,7,6,70.0
SP6072,4,48,Yes,7,8,29.0
SP4915,7,74,No,9,9,68.0
SP4542,6,73,Yes,4,2,60.0
SP7910,4,60,Yes,8,2,45.0
SP1292,1,97,No,8,3,68.0
SP8436,4,74,Yes,5,5,55.0
SP9375,3,55,Yes,6,2,36.0
SP6261,9,51,No,6,1,44.0
SP2705,2,92,Yes,6,1,68.0
SP6983,7,78,Yes,6,4,71.0
SP977,6,46,No,7,8,39.0
SP3029,9,76,Yes,9,6,75.0
SP7640,8,70,No,8,8,65.0
SP1790,1,87,No,9,1,65.0
SP4484,9,98,No,6,6,95.0
SP4585,6,88,No,5,8,76.0
SP1469,7,43,No,5,3,32.0
SP5075,6,41,Yes,6,0,28.0
SP7693,4,72,Yes,9,5,55.0
SP2556,4,87,No,8,4,67.0
SP4903,6,55,Yes,8,6,46.0
SP7021,1,68,No,5,7,42.0
SP1005,7,96,No,7,4,90.0
SP2042,7,43,Yes,6,8,35.0
SP2015,7,61,Yes,4,7,55.0
SP8493,6,57,Yes,4,8,47.0
SP4251,4,74,No,8,9,56.0
SP1807,2,84,No,5,2,59.0
SP258,8,94,No,7,7,90.0
SP8518,3,81,No,6,3,62.0
SP284,3,75,Yes,6,4,57.0
SP6380,1,98,No,6,6,69.0
SP3015,9,67,No,4,9,64.0
SP9610,6,47,Yes,8,8,38.0
SP3132,1,65,No,4,5,40.0
SP2972,3,71,No,5,3,48.0
SP761,2,44,No,8,7,20.0
SP2885,5,92,Yes,6,5,78.0
SP9368,5,86,Yes,8,2,71.0
SP6720,7,93,Yes,7,4,86.0
SP1576,2,70,No,7,0,48.0
SP4739,9,62,Yes,4,5,58.0
SP1275,1,72,Yes,7,1,47.0
SP4327,6,43,Yes,4,3,30.0
SP6565,7,75,Yes,8,4,67.0
SP7413,4,95,Yes,6,4,78.0
SP6070,4,77,Yes,7,5,60.0
SP6450,7,85,Yes,9,7,78.0
SP8675,7,49,No,5,4,36.0
SP8952,1,59,Yes,5,4,34.0
SP8783,7,49,No,6,6,43.0
SP3041,3,95,Yes,4,9,74.0
SP20,2,49,No,8,4,28.0
SP372,8,71,No,9,1,65.0
SP9790,4,45,Yes,6,6,27.0
SP7531,8,92,No,5,5,83.0
SP5225,7,81,Yes,4,5,72.0
SP1925,4,82,No,8,2,67.0
SP4039,4,85,No,9,1,68.0
SP913,4,86,Yes,4,4,68.0
SP9741,6,70,Yes,7,6,56.0
SP279,3,58,Yes,9,0,36.0
SP7676,7,40,No,8,2,30.0
SP7734,5,57,Yes,5,2,41.0
SP5553,2,56,No,8,2,29.0
SP6034,2,70,Yes,7,8,54.0
SP8025,6,57,No,7,5,48.0
SP3480,5,92,Yes,8,0,79.0
SP7233,2,47,No,9,1,25.0
SP1362,9,54,No,9,3,49.0
SP6038,7,55,No,5,4,46.0
SP3126,5,89,Yes,4,2,75.0
SP5893,9,53,Yes,4,9,51.0
SP9449,6,67,Yes,5,2,56.0
SP8257,5,92,Yes,7,8,77.0
SP8030,3,78,Yes,6,9,59.0
SP5468,2,46,No,9,5,23.0
SP7919,3,48,Yes,9,3,26.0
SP9905,1,63,No,9,6,41.0
SP8925,7,74,Yes,5,9,67.0
SP1335,7,78,No,6,2,72.0
SP4857,6,85,Yes,6,5,72.0
SP2265,6,62,Yes,9,2,53.0
SP7175,3,87,No,6,3,67.0
SP4186,7,86,Yes,6,9,81.0
SP1548,2,61,Yes,6,6,37.0
SP4837,9,67,Yes,6,8,67.0
SP776,6,78,Yes,5,1,67.0
SP3652,8,70,Yes,7,5,68.0
SP8392,9,61,No,9,2,59.0
SP9522,3,58,No,9,6,40.0
SP4317,3,82,Yes,8,0,60.0
SP5049,1,96,No,7,1,70.0
SP4318,2,58,Yes,6,1,36.0
SP3419,8,73,Yes,6,4,68.0
SP6404,9,93,Yes,4,4,91.0
SP56,6,49,No,6,2,36.0
SP1913,3,62,Yes,5,3,39.0
SP1584,6,83,Yes,7,1,75.0
SP8744,1,67,No,5,7,41.0
SP1793,4,61,Yes,8,9,46.0
SP2217,7,55,Yes,7,5,50.0
SP4809,8,76,Yes,8,1,73.0
SP7918,5,48,Yes,7,0,34.0
SP7014,3,66,Yes,6,7,48.0
SP6764,7,70,No,7,9,60.0
SP5944,6,52,No,6,4,35.0
SP4677,3,95,No,4,9,78.0
SP5692,8,93,Yes,4,4,85.0
SP3616,6,61,Yes,7,2,51.0
SP9077,5,54,No,7,7,38.0
SP588,9,59,Yes,9,5,58.0
SP2403,9,84,Yes,6,0,80.0
SP7287,6,66,No,6,9,56.0
SP5249,5,54,Yes,5,1,35.0
SP9641,2,87,No,9,5,67.0
SP9637,9,72,No,9,7,70.0
SP8861,6,42,No,5,5,28.0
SP8473,1,78,No,8,0,54.0
SP7774,5,97,No,5,0,82.0
SP8979,1,84,Yes,7,5,60.0
SP6856,4,66,Yes,8,6,48.0
SP8591,2,74,No,5,2,51.0
SP9916,4,63,Yes,5,1,47.0
SP4648,9,77,Yes,7,5,77.0
SP8078,8,55,No,6,1,48.0
SP7824,8,91,No,4,5,84.0
SP4279,5,94,No,5,6,81.0
SP5259,5,97,Yes,7,5,87.0
SP6337,4,98,Yes,5,2,79.0
SP1040,4,65,No,5,2,45.0
SP4134,3,66,No,7,3,44.0
SP4098,6,73,No,7,4,63.0
SP1915,3,62,No,5,2,44.0
SP4869,7,79,Yes,9,6,72.0
SP9198,7,75,No,6,7,67.0
SP314,7,92,No,9,7,86.0
SP8277,5,86,Yes,7,6,73.0
SP2866,6,70,Yes,7,6,61.0
SP8895,7,91,No,4,3,82.0
SP5973,4,85,No,9,4,65.0
SP6863,8,46,No,9,2,42.0
SP2970,7,97,Yes,9,8,91.0
SP8478,6,86,No,8,5,73.0
